question,gold answers,predicted answer,correct,system
"Which American carnivorous mammal feeds by night, habitually dipping its prey into water before eating?","['raccoons', 'social behavior of raccoons', 'procyon lotor', 'common racoon', 'wasbeer', 'reproductive behavior of raccoons', 'north american racoon', 'pet raccoon', 'sexual behavior of raccoons', 'raccoon', 'northern raccoon', 'northern racoon', 'north american raccoon', 'racoons', 'cooning', 'common raccoon', 'araiguma', 'washbear', 'racoon', 'california raccoon']",otter,No,['verbalized-Qwen3.5-4B']
"Which American carnivorous mammal feeds by night, habitually dipping its prey into water before eating?","['california raccoon', 'racoon', 'northern racoon', 'araiguma', 'north american racoon', 'northern raccoon', 'sexual behavior of raccoons', 'reproductive behavior of raccoons', 'social behavior of raccoons', 'raccoon', 'procyon lotor', 'cooning', 'wasbeer', 'common racoon', 'racoons', 'washbear', 'raccoons', 'common raccoon', 'north american raccoon', 'pet raccoon']",Otter,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
Who first achieved stardom as the gangster Duke Mantee in the film 'The Petrified Forest'?,"['humphrey boggart', 'humphrey deforest bogart', 'bogart', 'tennis anyone', 'humphrey bogart', 'stephen bogart', 'humphry bogart', 'humprey bogart']",Burt Lancaster,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
Who first achieved stardom as the gangster Duke Mantee in the film 'The Petrified Forest'?,"['humprey bogart', 'humphrey boggart', 'humphrey deforest bogart', 'bogart', 'tennis anyone', 'humphrey bogart', 'stephen bogart', 'humphry bogart']",Buster Crabbe,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512', 'verbalized-Ministral-3-8B-Instruct-2512']"
Who first achieved stardom as the gangster Duke Mantee in the film 'The Petrified Forest'?,"['humphrey bogart', 'humphrey deforest bogart', 'humphry bogart', 'humphrey boggart', 'bogart', 'humprey bogart', 'tennis anyone', 'stephen bogart']",Edward G. Robinson,No,['verbalized-GLM-4.6V-Flash']
What was the name of the aeroplane in which Wiley Post became the first pilot to fly solo around the world?,"[""'winnie mae'"", 'winnie mae']",The Macchi MC.72,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
"US veterinary pathologist Daniel Salmon (1850-1914) oversaw the discovery of what, named eponymously?","['sourmanela', 'saul manilla', 'sal manella', 'salmonella panama', 'sourmanella', 'sour manela', 'sour manila', 'sourmanilla', 'saur manella', 'saur manila', 'salmanela', 'soul manella', 'salmanila', 'saulmanila', 'sourmanila', 'soulmanela', 'salmonilla', 'saur manela', 'solmanila', 'sour manella', 'salmonella phages', 'soulmanella', 'sal manilla', 'soulmanilla', 'saul manela', 'sol manella', 'saurmanilla', 'sour manilla', 'saurmanila', 'saulmanella', 'saul manella', 'salmonela', 'salmonellae', 'soulmanila', 'saurmanela', 'saur manilla', 'salmonella tryphimurium', 'samonella', 'soul manila', 'saul manila', 'sol manela', 'soul manela', 'sal manela', 'salmonella', 'solmanilla', 'solmanela', 'salmanella', 'saurmanella', 'sal manila', 'sol manilla', 'salmanilla', 'saulmanilla', 'solmanella', 'soul manilla', 'saulmanela']",Salmon's disease,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
Which Canadian born actor played an Irishman in The Eagle Has Landed,"['sutherland (local government district, highland region)', 'cataibh', 'sutherlandshire', 'south east sutherland', 'sutherland local government district highland region', 'sutherland', 'sutherland (district)', 'sutherland district', 'north west sutherland', 'county of sutherland']",Robert Shaw,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash']"
Which Canadian born actor played an Irishman in The Eagle Has Landed,"['sutherlandshire', 'sutherland district', 'sutherland (local government district, highland region)', 'cataibh', 'sutherland (district)', 'sutherland local government district highland region', 'north west sutherland', 'sutherland', 'county of sutherland', 'south east sutherland']",Sean Connery,No,"['is_true-Ministral-3-8B-Instruct-2512', 'is_true-Qwen3.5-4B', 'label_prob-Ministral-3-8B-Instruct-2512', 'label_prob-Qwen3.5-4B', 'verbalized-Ministral-3-8B-Instruct-2512']"
Which Canadian born actor played an Irishman in The Eagle Has Landed,"['sutherland (local government district, highland region)', 'sutherland (district)', 'sutherlandshire', 'sutherland', 'sutherland local government district highland region', 'county of sutherland', 'sutherland district', 'south east sutherland', 'north west sutherland', 'cataibh']",Michael Caine,No,['verbalized-Qwen3.5-4B']
Which Canadian born actor played an Irishman in The Eagle Has Landed,"['county of sutherland', 'sutherland (district)', 'sutherland (local government district, highland region)', 'south east sutherland', 'sutherlandshire', 'sutherland local government district highland region', 'sutherland district', 'sutherland', 'north west sutherland', 'cataibh']",Donald Sutherland,No,"['is_true-gemini-2.5-flash', 'is_true-gemini-2.5-flash-lite', 'is_true-gemini-2.5-pro', 'label_prob-gemini-2.5-flash', 'label_prob-gemini-2.5-flash-lite', 'label_prob-gemini-2.5-pro', 'verbalized-gemini-2.5-flash', 'verbalized-gemini-2.5-flash-lite', 'verbalized-gemini-2.5-pro']"
Which Canadian born actor played an Irishman in The Eagle Has Landed,"['sutherland', 'sutherland (district)', 'sutherland (local government district, highland region)', 'county of sutherland', 'sutherlandshire', 'sutherland local government district highland region', 'south east sutherland', 'cataibh', 'sutherland district', 'north west sutherland']",Robert Duvall,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-9B']"
"The first (joint-)winner of the Nobel Peace Prize, Swiss Jean Henri Dunant, in 1901, founded which international organization?","['red cross (disambiguation)', 'the red cross', 'red cross disambiguation', 'red cross']",International Committee of the Red Cross,No,"['is_true-Qwen3.5-9B', 'is_true-gemini-2.5-flash', 'is_true-gemini-2.5-flash-lite', 'is_true-gemini-2.5-pro', 'label_prob-Qwen3.5-9B', 'label_prob-gemini-2.5-flash', 'label_prob-gemini-2.5-flash-lite', 'label_prob-gemini-2.5-pro', 'verbalized-Qwen3.5-9B', 'verbalized-gemini-2.5-flash', 'verbalized-gemini-2.5-flash-lite']"
"The first (joint-)winner of the Nobel Peace Prize, Swiss Jean Henri Dunant, in 1901, founded which international organization?","['red cross', 'red cross disambiguation', 'the red cross', 'red cross (disambiguation)']",International Committee of the Red Cross (ICRC),No,['verbalized-Ministral-3-8B-Instruct-2512']
"The first (joint-)winner of the Nobel Peace Prize, Swiss Jean Henri Dunant, in 1901, founded which international organization?","['the red cross', 'red cross (disambiguation)', 'red cross disambiguation', 'red cross']",International Committee of the Red Cross (ICRC),Yes,['verbalized-GLM-4.6V-Flash']
"The first (joint-)winner of the Nobel Peace Prize, Swiss Jean Henri Dunant, in 1901, founded which international organization?","['red cross (disambiguation)', 'the red cross', 'red cross', 'red cross disambiguation']",International Committee of the Red Cross (ICRC)**.,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"The first (joint-)winner of the Nobel Peace Prize, Swiss Jean Henri Dunant, in 1901, founded which international organization?","['red cross disambiguation', 'red cross', 'red cross (disambiguation)', 'the red cross']",The International Committee of the Red Cross,No,['verbalized-gemini-2.5-pro']
"The first (joint-)winner of the Nobel Peace Prize, Swiss Jean Henri Dunant, in 1901, founded which international organization?","['the red cross', 'red cross', 'red cross disambiguation', 'red cross (disambiguation)']",The Red Cross (or the International Committee of the Red Cross).,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
"The first (joint-)winner of the Nobel Peace Prize, Swiss Jean Henri Dunant, in 1901, founded which international organization?","['red cross (disambiguation)', 'the red cross', 'red cross disambiguation', 'red cross']",The Red Cross (or International Committee of the Red Cross),Yes,['verbalized-Qwen3.5-4B']
"In the late 60's, Owen Finlay Maclaren pioneered what aid to mothers and young children?",['baby buggy'],The collapsible baby buggy/stroller,No,['verbalized-gemini-2.5-pro']
"In the late 60's, Owen Finlay Maclaren pioneered what aid to mothers and young children?",['baby buggy'],The collapsible baby stroller,No,"['is_true-gemini-2.5-flash', 'label_prob-gemini-2.5-flash']"
"In the late 60's, Owen Finlay Maclaren pioneered what aid to mothers and young children?",['baby buggy'],The baby buggy,No,"['is_true-gemini-2.5-pro', 'label_prob-gemini-2.5-pro']"
"In the late 60's, Owen Finlay Maclaren pioneered what aid to mothers and young children?",['baby buggy'],The modern baby stroller,No,['verbalized-gemini-2.5-flash-lite']
"In the late 60's, Owen Finlay Maclaren pioneered what aid to mothers and young children?",['baby buggy'],Vitamin A supplementation programs,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512', 'verbalized-Ministral-3-8B-Instruct-2512']"
"In the late 60's, Owen Finlay Maclaren pioneered what aid to mothers and young children?",['baby buggy'],Breastfeeding,No,"['is_true-GLM-4.6V-Flash', 'is_true-Qwen3.5-4B', 'is_true-Qwen3.5-9B', 'label_prob-GLM-4.6V-Flash', 'label_prob-Qwen3.5-4B', 'label_prob-Qwen3.5-9B', 'verbalized-GLM-4.6V-Flash', 'verbalized-Qwen3.5-9B']"
"In the late 60's, Owen Finlay Maclaren pioneered what aid to mothers and young children?",['baby buggy'],Maternity and child care,No,['verbalized-Qwen3.5-4B']
"In the late 60's, Owen Finlay Maclaren pioneered what aid to mothers and young children?",['baby buggy'],The Maclaren Major Buggy,No,"['is_true-gemini-2.5-flash-lite', 'label_prob-gemini-2.5-flash-lite']"
"In the late 60's, Owen Finlay Maclaren pioneered what aid to mothers and young children?",['baby buggy'],The baby stroller,No,['verbalized-gemini-2.5-flash']
With which instrument do you associate British jazz musician Stan Tracey?,"['piano hammers', 'piano construction', 'piano technique', 'piano', 'classical piano', 'pianino', 'vertical pianoforte', 'hammer (piano)', 'upright pianoforte', 'piano-forte', 'pianofortes', 'keyboard hammer', 'baby grand piano', 'piano keys', 'parts of piano', 'piano performance', 'pianos', 'piano hammer', 'pianie', 'keyboard hammers', 'parts of a piano', 'upright piano', 'acoustic piano', 'piano music', 'grand pianoforte', 'pianoforte', 'vertical piano', 'black key', 'piano forte', 'hammer piano', 'concert grand', 'grand piano']","saxophone** (specifically, the **tenor saxophone**).",No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
With which instrument do you associate British jazz musician Stan Tracey?,"['pianofortes', 'black key', 'concert grand', 'pianos', 'pianoforte', 'piano forte', 'grand pianoforte', 'piano hammer', 'hammer (piano)', 'classical piano', 'pianino', 'parts of a piano', 'piano performance', 'keyboard hammers', 'piano music', 'piano keys', 'upright pianoforte', 'grand piano', 'acoustic piano', 'pianie', 'piano technique', 'baby grand piano', 'vertical pianoforte', 'parts of piano', 'piano', 'piano hammers', 'upright piano', 'vertical piano', 'keyboard hammer', 'hammer piano', 'piano-forte', 'piano construction']","Saxophone (specifically, alto saxophone)",No,['verbalized-Ministral-3-8B-Instruct-2512']
With which instrument do you associate British jazz musician Stan Tracey?,"['piano music', 'keyboard hammer', 'piano', 'piano performance', 'upright pianoforte', 'keyboard hammers', 'piano keys', 'piano forte', 'acoustic piano', 'piano hammer', 'pianie', 'vertical piano', 'black key', 'piano technique', 'upright piano', 'pianino', 'concert grand', 'parts of piano', 'hammer (piano)', 'vertical pianoforte', 'grand pianoforte', 'parts of a piano', 'pianos', 'grand piano', 'classical piano', 'pianoforte', 'piano hammers', 'baby grand piano', 'hammer piano', 'pianofortes', 'piano construction', 'piano-forte']",Saxophone,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
"Which villain, played by Richard Kiel, appeared in two James Bond movies, 'The Spy Who Loved Me' and 'Moonraker'?","['jaws software', 'jaws', 'jaws disambiguation', 'jaws (disambiguation)', 'jaws (software)']",Ernst Stavro Blofeld,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
"Which villain, played by Richard Kiel, appeared in two James Bond movies, 'The Spy Who Loved Me' and 'Moonraker'?","['jaws (disambiguation)', 'jaws', 'jaws (software)', 'jaws disambiguation', 'jaws software']",Jaws (the giant man with the steel jaw),No,['verbalized-Ministral-3-8B-Instruct-2512']
"Which villain, played by Richard Kiel, appeared in two James Bond movies, 'The Spy Who Loved Me' and 'Moonraker'?","['jaws (software)', 'jaws (disambiguation)', 'jaws software', 'jaws', 'jaws disambiguation']",Richard Kiel,No,['verbalized-Qwen3.5-4B']
What is the name of the vast hall where the Norse gods live?,"['valholl', 'valhala', 'valhöll', 'val hall', 'valhalla', 'valhol', 'val-hall', 'valhalah', 'valhoell', 'walhǫllr']",Asgard,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B', 'verbalized-gemini-2.5-flash-lite']"
Aung San Suu Kyi is a controversial leader in which country?,"['republic of union of myanmar', 'birmanie', 'burma (myanmar)', 'pyi daung zu myan ma naing ngan daw', 'mayanmar', 'myanmar burma', 'union of burma', 'birma', 'burmese republic', 'pyi-daung-zu myan-ma naing-ngan-daw', 'myanmer', 'burma', 'myanmar', 'myanmar formerly burma', 'eastern burma', 'etymology of burma', 'pyidaunzu thanmăda myăma nainngandaw', 'myammar', 'ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော', 'sanctions against burma', 'myanmar/burma', 'iso 3166-1:mm', 'burma myanmar', 'socialist republic of the union of burma', 'myanma', 'union of myanmar', 'birman empire', 'myanmar (formerly burma)', 'economic sanctions against myanmar', 'iso 3166 1 mm', 'burma/myanmar', 'economic sanctions against burma', 'myanmar/(burma)', 'birmania', 'republic of the union of myanmar', 'မြန်မာပြည်', 'mianmar', 'borders of burma', 'myanmar (burma)', 'ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်', 'burma-myanmar', 'socialist republic of union of burma']",Myanmar**.,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Who presented Family Fortunes in the two years between Bob Monkhouse and Les Dennis?,['max bygraves'],Michael Parkinson,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Who presented Family Fortunes in the two years between Bob Monkhouse and Les Dennis?,['max bygraves'],David Jacobs,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
Who presented Family Fortunes in the two years between Bob Monkhouse and Les Dennis?,['max bygraves'],"Bob Monkhouse presented Family Fortunes in 1968, and Les Dennis presented it in 1976. The two years between them are 1969 and 1970. However, Family Fortunes was not presented in those specific years b...",No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
Who presented Family Fortunes in the two years between Bob Monkhouse and Les Dennis?,['max bygraves'],Richard Whiteley,No,['verbalized-Ministral-3-8B-Instruct-2512']
Who presented Family Fortunes in the two years between Bob Monkhouse and Les Dennis?,['max bygraves'],Bob Monkhouse,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-4B', 'verbalized-Qwen3.5-9B']"
Who presented Family Fortunes in the two years between Bob Monkhouse and Les Dennis?,['max bygraves'],Paul Ross,No,['verbalized-GLM-4.6V-Flash']
What is the subject of the Surgeon's Photograph of 1934,"['loch ness leviathan', 'locless monster', 'nessie dragon', 'nessie loch ness monster', 'surgeon s photo', ""surgeon's photo"", 'nessy the dragon', 'loch ness investigation bureau', 'monster of loch ness', 'nessie name', 'nessie the loch ness monster', 'nessie the dragon', 'lochness monster', 'nessie', 'surgeon s photograph', 'loche ness monster', 'nessy', 'loch ness monster', 'loch-ness monster', 'nessie (name)', 'nessy dragon', 'operation deepscan', ""surgeon's photograph"", 'the monster of loch ness', 'lnpib', 'lock ness monster', 'the loch ness monster', 'nessiteras', 'nessology', 'lockness monster', 'niseag', 'nessiteras rhombopteryx', 'lochness monsters']",The Surgeon,No,['verbalized-Qwen3.5-9B']
What is the subject of the Surgeon's Photograph of 1934,"['surgeon s photo', 'loch ness leviathan', 'lnpib', 'nessie', 'nessie dragon', 'nessie the dragon', 'locless monster', ""surgeon's photograph"", 'loch ness monster', 'nessie (name)', 'lock ness monster', 'surgeon s photograph', 'loch-ness monster', 'nessie loch ness monster', 'nessiteras rhombopteryx', 'nessy the dragon', 'niseag', 'lochness monsters', ""surgeon's photo"", 'the monster of loch ness', 'nessiteras', 'nessology', 'operation deepscan', 'nessie name', 'lockness monster', 'lochness monster', 'monster of loch ness', 'the loch ness monster', 'nessy', 'loche ness monster', 'nessie the loch ness monster', 'nessy dragon', 'loch ness investigation bureau']",Surgery,No,['verbalized-GLM-4.6V-Flash']
What is the subject of the Surgeon's Photograph of 1934,"['surgeon s photo', 'lochness monsters', 'operation deepscan', 'lochness monster', 'lockness monster', 'nessiteras', 'nessie name', 'loch-ness monster', 'loch ness investigation bureau', 'nessie', 'nessie the loch ness monster', 'nessy the dragon', 'loch ness leviathan', 'nessie dragon', 'lnpib', 'lock ness monster', 'nessie (name)', 'surgeon s photograph', 'the monster of loch ness', 'loche ness monster', 'niseag', 'monster of loch ness', 'the loch ness monster', ""surgeon's photo"", 'nessiteras rhombopteryx', ""surgeon's photograph"", 'locless monster', 'nessy dragon', 'nessie the dragon', 'nessology', 'loch ness monster', 'nessie loch ness monster', 'nessy']",The Loch Ness Monster.,Yes,"['is_true-gemini-2.5-pro', 'label_prob-gemini-2.5-pro']"
What is the subject of the Surgeon's Photograph of 1934,"['lochness monster', 'the monster of loch ness', 'nessy', 'nessology', 'loche ness monster', 'nessy the dragon', ""surgeon's photograph"", 'lock ness monster', 'nessiteras', 'niseag', 'the loch ness monster', 'nessie dragon', 'lnpib', 'locless monster', 'loch-ness monster', ""surgeon's photo"", 'nessie the loch ness monster', 'nessie name', 'loch ness investigation bureau', 'loch ness leviathan', 'operation deepscan', 'surgeon s photo', 'lochness monsters', 'surgeon s photograph', 'nessie (name)', 'nessie', 'lockness monster', 'nessy dragon', 'nessie the dragon', 'nessie loch ness monster', 'loch ness monster', 'nessiteras rhombopteryx', 'monster of loch ness']",The subject of the Surgeon's Photograph of 1934 is the Loch Ness Monster.,Yes,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
What is the subject of the Surgeon's Photograph of 1934,"['nessiteras', 'monster of loch ness', 'lockness monster', 'nessy dragon', 'nessy', 'nessology', ""surgeon's photograph"", 'nessie', 'nessie the dragon', 'loch ness monster', 'lochness monsters', 'loche ness monster', 'nessie loch ness monster', 'loch-ness monster', 'lochness monster', 'lock ness monster', 'operation deepscan', 'nessie the loch ness monster', 'nessy the dragon', 'nessie (name)', 'the monster of loch ness', 'loch ness leviathan', 'surgeon s photograph', 'niseag', 'loch ness investigation bureau', 'surgeon s photo', ""surgeon's photo"", 'nessie name', 'nessie dragon', 'nessiteras rhombopteryx', 'lnpib', 'the loch ness monster', 'locless monster']",The Great Depression-era impact on American healthcare access.,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
What is the subject of the Surgeon's Photograph of 1934,"['nessy dragon', 'loch ness monster', 'surgeon s photograph', 'loch-ness monster', 'the loch ness monster', 'lnpib', 'loche ness monster', 'surgeon s photo', 'nessie the dragon', 'locless monster', 'niseag', 'nessology', 'nessie dragon', 'loch ness leviathan', 'lochness monsters', 'lock ness monster', 'nessiteras', 'nessy the dragon', 'nessie loch ness monster', 'nessy', ""surgeon's photo"", 'lochness monster', 'nessie the loch ness monster', 'nessie', 'nessie (name)', 'lockness monster', 'nessiteras rhombopteryx', 'the monster of loch ness', ""surgeon's photograph"", 'operation deepscan', 'loch ness investigation bureau', 'nessie name', 'monster of loch ness']",A surgeon,No,['verbalized-Qwen3.5-4B']
What is the subject of the Surgeon's Photograph of 1934,"['lockness monster', 'nessie name', 'locless monster', 'nessie the loch ness monster', 'loch ness monster', 'nessiteras rhombopteryx', 'nessie the dragon', 'lock ness monster', 'nessie dragon', 'loch-ness monster', 'loch ness leviathan', 'niseag', 'nessie loch ness monster', 'lochness monsters', 'nessie', 'loche ness monster', ""surgeon's photo"", 'monster of loch ness', 'nessiteras', 'nessy the dragon', 'loch ness investigation bureau', 'surgeon s photograph', 'nessie (name)', 'the loch ness monster', 'nessy dragon', 'operation deepscan', 'lnpib', 'nessology', ""surgeon's photograph"", 'the monster of loch ness', 'lochness monster', 'surgeon s photo', 'nessy']",A surgeon's hand holding a scalpel,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
What is the subject of the Surgeon's Photograph of 1934,"['locless monster', 'lochness monsters', 'loch ness investigation bureau', 'nessy the dragon', 'nessy', 'loch ness monster', 'surgeon s photo', 'lochness monster', 'the loch ness monster', 'nessie the dragon', 'nessie', 'nessie dragon', ""surgeon's photo"", 'nessiteras', 'lnpib', 'lockness monster', 'niseag', 'loch ness leviathan', 'loch-ness monster', 'the monster of loch ness', 'nessie name', 'monster of loch ness', 'operation deepscan', 'nessie the loch ness monster', 'nessie (name)', 'nessology', 'loche ness monster', 'nessie loch ness monster', 'nessiteras rhombopteryx', 'surgeon s photograph', 'lock ness monster', 'nessy dragon', ""surgeon's photograph""]",Subject: A medical student or trainee during a surgical procedure (likely a dissection or live surgery),No,['verbalized-Ministral-3-8B-Instruct-2512']
What is the subject of the Surgeon's Photograph of 1934,"['nessie', 'lochness monsters', 'lock ness monster', 'the loch ness monster', 'the monster of loch ness', 'lockness monster', 'nessie dragon', 'nessiteras rhombopteryx', 'loch-ness monster', 'lnpib', 'loche ness monster', 'surgeon s photo', 'locless monster', 'nessie the dragon', 'nessy the dragon', 'nessie loch ness monster', 'loch ness leviathan', 'lochness monster', ""surgeon's photo"", 'monster of loch ness', 'operation deepscan', 'nessiteras', 'nessie the loch ness monster', 'niseag', 'nessie (name)', 'surgeon s photograph', 'nessy dragon', 'loch ness investigation bureau', 'loch ness monster', ""surgeon's photograph"", 'nessie name', 'nessology', 'nessy']","The subject of the Surgeon's Photograph of 1934 is a medical procedure or anatomical structure, likely related to the work of a surgeon such as William Halsted or a similar figure from that era.",No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
Which Brit broke the land speed record in 1990 in Thrust 2?,['richard noble'],Andy Green,No,"['is_true-Qwen3.5-4B', 'is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-4B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-4B', 'verbalized-Qwen3.5-9B']"
Which Brit broke the land speed record in 1990 in Thrust 2?,['richard noble'],Thrust 2,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
"Travelling up the St Lawrence River from its mouth, which is the first major city on its shores?","['province of québec', 'québec', 'quebéc', 'québec province', 'political culture of quebec', 'province of quebec', 'capture of quebec', 'québec canada', 'québec, canada', 'ca qc', 'quebec province', 'province de québec', 'quèbec', 'ca-qc', 'quebec, canada', 'british conquest of new france', 'quebec (province)', 'québec (province)', 'foreign relations of quebec', 'quebec canada', 'quebec', 'province de quebec']",Quebec City,Yes,"['is_true-gemini-2.5-flash-lite', 'label_prob-gemini-2.5-flash-lite']"
"Travelling up the St Lawrence River from its mouth, which is the first major city on its shores?","['quebec', 'ca-qc', 'quebéc', 'québec, canada', 'quebec, canada', 'province of québec', 'québec (province)', 'québec province', 'capture of quebec', 'province de québec', 'québec canada', 'québec', 'british conquest of new france', 'province of quebec', 'political culture of quebec', 'quebec province', 'province de quebec', 'quèbec', 'quebec canada', 'foreign relations of quebec', 'ca qc', 'quebec (province)']",Montreal,No,"['is_true-GLM-4.6V-Flash', 'is_true-Ministral-3-8B-Instruct-2512', 'is_true-Qwen3.5-4B', 'is_true-Qwen3.5-9B', 'label_prob-GLM-4.6V-Flash', 'label_prob-Ministral-3-8B-Instruct-2512', 'label_prob-Qwen3.5-4B', 'label_prob-Qwen3.5-9B', 'verbalized-GLM-4.6V-Flash', 'verbalized-Ministral-3-8B-Instruct-2512', 'verbalized-Qwen3.5-4B', 'verbalized-Qwen3.5-9B']"
"Travelling up the St Lawrence River from its mouth, which is the first major city on its shores?","['québec', 'province of quebec', 'province de québec', 'quebec, canada', 'political culture of quebec', 'province de quebec', 'british conquest of new france', 'province of québec', 'québec (province)', 'quebec', 'foreign relations of quebec', 'ca qc', 'ca-qc', 'quèbec', 'quebec canada', 'quebec (province)', 'capture of quebec', 'quebec province', 'quebéc', 'québec canada', 'québec, canada', 'québec province']",Sept-Îles,No,['verbalized-gemini-2.5-pro']
"Travelling up the St Lawrence River from its mouth, which is the first major city on its shores?","['québec (province)', 'quebec', 'québec canada', 'quebéc', 'foreign relations of quebec', 'ca-qc', 'british conquest of new france', 'québec, canada', 'quebec (province)', 'québec province', 'quebec canada', 'capture of quebec', 'province of quebec', 'quebec province', 'political culture of quebec', 'quebec, canada', 'province of québec', 'province de québec', 'province de quebec', 'québec', 'ca qc', 'quèbec']",Quebec City,No,"['is_true-gemini-2.5-flash', 'is_true-gemini-2.5-pro', 'label_prob-gemini-2.5-flash', 'label_prob-gemini-2.5-pro', 'verbalized-gemini-2.5-flash', 'verbalized-gemini-2.5-flash-lite']"
For which trade is Saville Row best known?,"['tailoress', 'tailors', 'tailoring', 'tailored', 'personal tailoring', 'tailor', 'tailor made', 'master tailor', 'sartorialism', 'sartorialists', 'tailor-made', 'sartorial', 'sartorially']",Saville Row is best known for bespoke tailoring.,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
For which trade is Saville Row best known?,"['tailors', 'tailored', 'sartorialism', 'personal tailoring', 'tailor', 'sartorial', 'sartorially', 'sartorialists', 'tailoress', 'master tailor', 'tailoring', 'tailor made', 'tailor-made']",Bespoke tailoring,No,"['is_true-gemini-2.5-pro', 'label_prob-gemini-2.5-pro', 'verbalized-Qwen3.5-9B', 'verbalized-gemini-2.5-flash', 'verbalized-gemini-2.5-pro']"
For which trade is Saville Row best known?,"['tailoress', 'sartorialism', 'sartorial', 'personal tailoring', 'tailored', 'tailor', 'tailors', 'master tailor', 'tailoring', 'sartorially', 'tailor-made', 'sartorialists', 'tailor made']",Custom tailoring (men's suits),No,['verbalized-Ministral-3-8B-Instruct-2512']
What is the name for the act of murdering of one's own sister?,['sororicide'],Siblicide,No,['verbalized-GLM-4.6V-Flash']
What is the name for the act of murdering of one's own sister?,['sororicide'],Fratricide,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
What is the name for the act of murdering of one's own sister?,['sororicide'],Siblingicide,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
Activist/writer Elizabeth Magie conceived and patented what popular game concept in 1903 as a demonstration of the evils of corporate greed?,"['market monopolies', 'monopolism', 'monopoly', 'resources monopoly', 'monopolisation', 'monopoly, moral aspects of', 'monopolies', 'monopoly economics', 'revolution in monopoly theory', 'list of possible monopolies', 'horizontal monopolist', 'monopolizes', 'monopolized', 'vertical monopoly', 'monopoly (economics)', 'monopolised', 'abuse of dominance', 'moral aspects of monopoly', 'local monopoly', 'monopoly moral aspects of', 'vertical monopolist', 'one monopoly profit', 'monopolistic', 'horizontal monopoly', 'monopoly law', 'dominance and monopoly', 'monopolizing', 'regulated monopoly', 'monopoly market', 'monopoly power', 'monopoly and competition', 'monopolist']",The Landlord's Game,No,"['is_true-gemini-2.5-flash-lite', 'label_prob-gemini-2.5-flash-lite', 'verbalized-gemini-2.5-flash-lite']"
"""Who duetted with Bryan Adams on the 1985 hit """"It's Only Love""""?""","['tinna turner', 'tina turner', 'anna mae bullock', 'anna bullock', 'tina turner s', 'tina tuner', 'annie mae bullock', ""tina turner's""]",Elton John,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512', 'verbalized-Ministral-3-8B-Instruct-2512']"
