question,gold answers,predicted answer,correct,system
"In 2006, who became the second basketball player to score over 80 points in an NBA game?","['gianna bryant', 'kobe bryant(song)', 'kobe bryant', 'coby bryant', 'kobe byrant', 'bryant, kobe', 'kobe time', 'kobe b', 'kobe bean bryant', 'kobe (c) bryant', 'bryant kobe', 'kobe bryant (song)', 'kobe bryant philanthropy', ""kobe bryant's 81 point game"", ""kobe bryant's 81-point game"", 'kb24', 'kode bryant', 'vanessa laine bryant', 'kobe bryant s 81 point game', 'kobe c bryant', 'vanessa laine', 'kobe bryant song', 'nba allstar 2007 mvp']","Allen Iverson** (actually, it was **Allen Iverson** in 1999, so the correct answer is **Dwight Howard** in 2006). Wait, no—**Dwight Howard** didn’t do it. The correct answer is **Dwight Howard** in 20...",No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"In 2006, who became the second basketball player to score over 80 points in an NBA game?","['kobe b', ""kobe bryant's 81-point game"", 'kobe (c) bryant', 'kobe bryant s 81 point game', 'kobe byrant', 'kb24', 'kobe bryant philanthropy', 'kobe c bryant', 'bryant kobe', 'bryant, kobe', 'kode bryant', 'nba allstar 2007 mvp', 'coby bryant', 'gianna bryant', 'kobe bryant', 'kobe time', 'kobe bryant (song)', ""kobe bryant's 81 point game"", 'kobe bryant song', 'kobe bean bryant', 'vanessa laine bryant', 'vanessa laine', 'kobe bryant(song)']",Wilt Chamberlain,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
"In 2006, who became the second basketball player to score over 80 points in an NBA game?","['nba allstar 2007 mvp', 'coby bryant', ""kobe bryant's 81 point game"", 'bryant kobe', 'bryant, kobe', 'kobe (c) bryant', ""kobe bryant's 81-point game"", 'vanessa laine', 'kobe byrant', 'kobe bryant song', 'kobe bean bryant', 'kobe bryant (song)', 'kobe bryant', 'kobe bryant philanthropy', 'vanessa laine bryant', 'kobe bryant s 81 point game', 'kobe b', 'kobe time', 'kode bryant', 'gianna bryant', 'kobe c bryant', 'kobe bryant(song)', 'kb24']",Allen Iverson,No,['verbalized-Ministral-3-8B-Instruct-2512']
"In 2006, who became the second basketball player to score over 80 points in an NBA game?","['kobe bryant song', 'coby bryant', 'kobe bryant (song)', 'bryant, kobe', 'kobe bryant(song)', 'gianna bryant', 'kobe byrant', ""kobe bryant's 81-point game"", 'nba allstar 2007 mvp', 'vanessa laine bryant', 'kobe bryant philanthropy', 'kobe time', 'kobe bryant s 81 point game', 'vanessa laine', 'kobe b', ""kobe bryant's 81 point game"", 'kode bryant', 'kobe bryant', 'kobe bean bryant', 'kobe c bryant', 'bryant kobe', 'kb24', 'kobe (c) bryant']",David Robinson,No,['verbalized-Qwen3.5-9B']
"Which King of England had two wives, both named Isabella?","['john song', 'john disambiguation', 'john', 'john (european rulers)', 'john (bishop)', 'john (disambiguation)', 'john european rulers', '22john 22', '%22john%22', 'john (song)', 'john bishop']",Edward I,No,"['is_true-Qwen3.5-4B', 'is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-4B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-4B', 'verbalized-Qwen3.5-9B']"
"Which King of England had two wives, both named Isabella?","['john disambiguation', 'john european rulers', 'john (european rulers)', 'john (song)', 'john', 'john song', 'john bishop', '%22john%22', 'john (bishop)', 'john (disambiguation)', '22john 22']",Henry II,No,['verbalized-Ministral-3-8B-Instruct-2512']
"Which King of England had two wives, both named Isabella?","['%22john%22', 'john (bishop)', 'john (song)', 'john', 'john disambiguation', '22john 22', 'john bishop', 'john (disambiguation)', 'john european rulers', 'john song', 'john (european rulers)']",Edward II,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"Which King of England had two wives, both named Isabella?","['john (bishop)', 'john european rulers', 'john disambiguation', 'john (european rulers)', '%22john%22', '22john 22', 'john', 'john (song)', 'john song', 'john bishop', 'john (disambiguation)']",Richard II,No,['verbalized-GLM-4.6V-Flash']
"Which King of England had two wives, both named Isabella?","['john disambiguation', 'john (disambiguation)', '%22john%22', 'john european rulers', 'john song', 'john (bishop)', 'john (european rulers)', '22john 22', 'john bishop', 'john', 'john (song)']",John.,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
The village of Tightwad is in which US state?,"['missouri (u.s. state)', 'misouri', 'economy of missouri', 'misuri', 'the showme state', 'transportation in missouri', 'twenty-fourth state', 'us-mo', 'the show me state', 'missouri (state)', 'mo state', 'missoura', 'show me state', 'missouri', 'missouri, united states', 'us mo', 'showme state', 'missouri u s state', 'transport in missouri', 'missourah', 'twenty fourth state', 'missourri', 'missouri state', '24th state', 'demographics of missouri', 'show-me state', 'state of missouri', 'politics of missouri', 'myssouri', 'misourri', 'the show-me state', 'missouri united states', 'mo (state)', 'religion in missouri']",Texas,No,"['verbalized-Ministral-3-8B-Instruct-2512', 'verbalized-Qwen3.5-4B', 'verbalized-Qwen3.5-9B']"
The village of Tightwad is in which US state?,"['missouri state', 'politics of missouri', 'mo state', 'twenty fourth state', 'missourah', 'missouri (state)', 'show me state', 'us-mo', 'economy of missouri', '24th state', 'showme state', 'misourri', 'myssouri', 'missoura', 'missourri', 'missouri (u.s. state)', 'twenty-fourth state', 'missouri', 'state of missouri', 'the show me state', 'the show-me state', 'the showme state', 'transportation in missouri', 'transport in missouri', 'missouri u s state', 'misuri', 'misouri', 'religion in missouri', 'mo (state)', 'demographics of missouri', 'show-me state', 'missouri, united states', 'missouri united states', 'us mo']",New York,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
The village of Tightwad is in which US state?,"['misuri', 'missouri', 'missouri u s state', 'show-me state', 'twenty-fourth state', 'myssouri', 'transportation in missouri', 'misourri', 'economy of missouri', 'the show-me state', 'missouri state', 'the show me state', 'us mo', 'missouri united states', 'politics of missouri', 'mo (state)', 'us-mo', 'misouri', 'missouri (state)', 'twenty fourth state', 'missoura', 'religion in missouri', 'missourah', 'transport in missouri', 'the showme state', 'missouri, united states', 'missourri', 'mo state', '24th state', 'showme state', 'show me state', 'demographics of missouri', 'state of missouri', 'missouri (u.s. state)']",Alabama,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
Which river runs through Hamburg?,"['stor (elbe)', 'river elbe', 'stör (elbe)', 'elbe', 'upper elbe', 'ferries across elbe', 'stör river', 'labe river', 'stor elbe', 'stör elbe', 'the elbe', 'stör', 'elbe river']",Alster,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
"In Vladimir Nabokov's book ""Lolita"", what is Lolita's real name?","['the confessions of a white widowed male', 'lolitas', 'richard f schiller', 'lolita book', 'lolita', 'the hunted enchanters', 'enchanted hunters', 'richard f. schiller', 'hunted enchanters', 'nymphette', 'lolita (movie)', 'lolita (novel)', 'lolita method', 'confession of a white widowed male', 'lolita movie', 'lolita novel', 'confessions of white widowed male', 'clare quilty', 'the enchanted hunters', 'confessions of a white widowed male', 'confession of white widowed male', 'list of lolita characters', 'humbert humbert lolita', 'lolita (book)', 'lolita haze', 'humbert humbert', 'lolitha', 'humbert humbert (lolita)', 'dolores haze']",Dolly,No,['verbalized-Qwen3.5-4B']
"In Vladimir Nabokov's book ""Lolita"", what is Lolita's real name?","['lolitas', 'lolita (novel)', 'humbert humbert lolita', 'confession of white widowed male', 'hunted enchanters', 'lolita movie', 'clare quilty', 'nymphette', 'the confessions of a white widowed male', 'humbert humbert', 'dolores haze', 'list of lolita characters', 'the hunted enchanters', 'lolita (movie)', 'lolita haze', 'lolita', 'richard f. schiller', 'lolitha', 'the enchanted hunters', 'lolita novel', 'richard f schiller', 'lolita book', 'lolita (book)', 'confessions of a white widowed male', 'enchanted hunters', 'confessions of white widowed male', 'confession of a white widowed male', 'lolita method', 'humbert humbert (lolita)']",Dolly Haze,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
"In Vladimir Nabokov's book ""Lolita"", what is Lolita's real name?","['list of lolita characters', 'confession of a white widowed male', 'lolita (book)', 'the confessions of a white widowed male', 'humbert humbert (lolita)', 'the hunted enchanters', 'humbert humbert', 'the enchanted hunters', 'dolores haze', 'richard f schiller', 'confessions of white widowed male', 'lolitha', 'lolita (movie)', 'richard f. schiller', 'lolita haze', 'enchanted hunters', 'lolitas', 'lolita (novel)', 'lolita novel', 'confession of white widowed male', 'lolita book', 'hunted enchanters', 'confessions of a white widowed male', 'humbert humbert lolita', 'nymphette', 'lolita method', 'lolita', 'lolita movie', 'clare quilty']",Dolores,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash']"
"In Vladimir Nabokov's book ""Lolita"", what is Lolita's real name?","['the enchanted hunters', 'nymphette', 'lolita (novel)', 'lolita', 'richard f schiller', 'humbert humbert', 'confession of white widowed male', 'hunted enchanters', 'lolita movie', 'the confessions of a white widowed male', 'confessions of a white widowed male', 'lolita (movie)', 'dolores haze', 'clare quilty', 'lolita haze', 'confession of a white widowed male', 'lolitas', 'list of lolita characters', 'richard f. schiller', 'lolita (book)', 'enchanted hunters', 'humbert humbert lolita', 'confessions of white widowed male', 'lolita book', 'lolitha', 'humbert humbert (lolita)', 'the hunted enchanters', 'lolita method', 'lolita novel']",Hester,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-9B']"
"In 1960, who co-founded Motor Racing Developments Ltd., a British racing car manufacturer and Formula One racing team with designer Ron Tauranac?","['jack brabham', 'sir jack brabham']",Ron Tauranac,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
"In 1960, who co-founded Motor Racing Developments Ltd., a British racing car manufacturer and Formula One racing team with designer Ron Tauranac?","['sir jack brabham', 'jack brabham']",Jack Brabham**.,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"In 1960, who co-founded Motor Racing Developments Ltd., a British racing car manufacturer and Formula One racing team with designer Ron Tauranac?","['jack brabham', 'sir jack brabham']",Colin Chapman,No,"['is_true-GLM-4.6V-Flash', 'is_true-Qwen3.5-9B', 'label_prob-GLM-4.6V-Flash', 'label_prob-Qwen3.5-9B', 'verbalized-GLM-4.6V-Flash']"
"In 1960, who co-founded Motor Racing Developments Ltd., a British racing car manufacturer and Formula One racing team with designer Ron Tauranac?","['sir jack brabham', 'jack brabham']",Bruce McLaren,No,['verbalized-Qwen3.5-9B']
In transport what is classified using the Whyte Notation or the UIC Classification?,['wheel arrangements'],Locomotives,No,"['is_true-Qwen3.5-4B', 'is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-4B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-4B']"
In transport what is classified using the Whyte Notation or the UIC Classification?,['wheel arrangements'],locomotives,No,"['verbalized-GLM-4.6V-Flash', 'verbalized-Qwen3.5-9B']"
In transport what is classified using the Whyte Notation or the UIC Classification?,['wheel arrangements'],locomotive,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
In transport what is classified using the Whyte Notation or the UIC Classification?,['wheel arrangements'],"Railroad locomotives and rolling stock (e.g., steam, diesel, electric locomotives, passenger/train cars)",No,['verbalized-Ministral-3-8B-Instruct-2512']
Coimbra is a principal town or city in which country?,"['portugaul', 'o papagaio', 'portogallo', 'portyngal', 'iso 3166 1 pt', 'phu to ga', 'portugalija', 'portogalo', 'portugalujo', 'portugalėjė', 'an phortaingéil', 'republic of portugal', 'portugal', 'portugali', 'yn phortiugal', 'potigal', 'portugál', 'pòtigal', 'phortaingéil', 'portogało', 'portingale', 'república portuguesa', 'portugalska', 'portekiz', 'portugul', 'phû-tô-gâ', 'bo dao nha', 'portugalsko', 'portugallu', 'portugale', 'portuga', 'portúgal', 'phu-to-ga', 'portegal', 'potiti', 'phû tô gâ', 'portugalio', 'pertual', 'portunga', 'portugaleje', 'bồ đào nha', 'portugual', 'republica portuguesa', 'portûnga', 'iso 3166-1:pt', 'portiwgal', 'portekîz', 'an phortaingeil', 'portgual', 'portugall', 'portugāle', 'portuguese republic', 'phortaingeil']",Portugal.,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Which ‘S’ is a group of geese in flight?,"['skeins', 'skein', 'skein disambiguation', 'skein (disambiguation)']",V** ** formation.,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Which ‘S’ is a group of geese in flight?,"['skein (disambiguation)', 'skein', 'skein disambiguation', 'skeins']",gaggle,No,['verbalized-GLM-4.6V-Flash']
Which ‘S’ is a group of geese in flight?,"['skeins', 'skein disambiguation', 'skein', 'skein (disambiguation)']",A,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
Which ‘S’ is a group of geese in flight?,"['skein (disambiguation)', 'skeins', 'skein disambiguation', 'skein']",V** (V formation),No,['verbalized-Ministral-3-8B-Instruct-2512']
Which ‘S’ is a group of geese in flight?,"['skein', 'skein disambiguation', 'skeins', 'skein (disambiguation)']",Scree,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-9B']"
Who hosts the TV quiz show 'Cleverdicks'?,"['ann noreen widdecombe', 'anne widdecombe', 'ann widdecombe versus prostitution', 'anne widdecomb', 'ann widdicombe', 'ann widdecombe']",Paul Sinha,No,['verbalized-GLM-4.6V-Flash']
Who hosts the TV quiz show 'Cleverdicks'?,"['ann noreen widdecombe', 'ann widdecombe', 'ann widdicombe', 'anne widdecombe', 'anne widdecomb', 'ann widdecombe versus prostitution']",No one hosts the TV quiz show 'Cleverdicks' because it does not exist.,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
Who hosts the TV quiz show 'Cleverdicks'?,"['anne widdecombe', 'ann widdecombe versus prostitution', 'ann widdecombe', 'ann noreen widdecombe', 'anne widdecomb', 'ann widdicombe']",Cleverdicks,No,['verbalized-Qwen3.5-9B']
Who hosts the TV quiz show 'Cleverdicks'?,"['ann noreen widdecombe', 'ann widdecombe', 'ann widdecombe versus prostitution', 'ann widdicombe', 'anne widdecombe', 'anne widdecomb']",David Walliams,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
Who hosts the TV quiz show 'Cleverdicks'?,"['anne widdecombe', 'ann widdicombe', 'anne widdecomb', 'ann widdecombe versus prostitution', 'ann noreen widdecombe', 'ann widdecombe']",Dara Ó Briain,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Who hosts the TV quiz show 'Cleverdicks'?,"['anne widdecomb', 'ann widdicombe', 'ann widdecombe versus prostitution', 'ann noreen widdecombe', 'ann widdecombe', 'anne widdecombe']","Cleverdicks is not a real TV quiz show; the show you are likely thinking of is ""Cleverkids"" (or ""Cleverdicks"" as a misspelling of ""Cleverkids"" in some regions), which is hosted by various presenters d...",No,['verbalized-Qwen3.5-4B']
Who hosts the TV quiz show 'Cleverdicks'?,"['ann widdecombe', 'anne widdecombe', 'anne widdecomb', 'ann noreen widdecombe', 'ann widdicombe', 'ann widdecombe versus prostitution']",Cleverdicks is hosted by Cleverdicks.,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
Who hosts the TV quiz show 'Cleverdicks'?,"['anne widdecombe', 'ann widdicombe', 'anne widdecomb', 'ann noreen widdecombe', 'ann widdecombe', 'ann widdecombe versus prostitution']","**Noah Nelson** (or a fictional/parody host, given the show's satirical nature)",No,['verbalized-Ministral-3-8B-Instruct-2512']
"In 1976, which gymnast scored 7 maximum scores of 10 as she won three gold medals, one silver and one bronze?","['nadia elena comăneci', 'nadia comaneci', 'nadia comeneci', 'nadia comăneci', 'comaneci, nadia', 'nadia elena comaneci', 'comaneci nadia', 'nadia comenici', 'comăneci', 'comaneci']",Nellie Kim,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash']"
"In 1976, which gymnast scored 7 maximum scores of 10 as she won three gold medals, one silver and one bronze?","['nadia comaneci', 'nadia elena comaneci', 'nadia elena comăneci', 'comaneci nadia', 'comaneci, nadia', 'nadia comeneci', 'comăneci', 'nadia comenici', 'nadia comăneci', 'comaneci']",Ljudmila Alexeyeva,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
"In 1976, which gymnast scored 7 maximum scores of 10 as she won three gold medals, one silver and one bronze?","['nadia comăneci', 'comaneci nadia', 'nadia elena comaneci', 'comăneci', 'comaneci', 'nadia comaneci', 'comaneci, nadia', 'nadia comeneci', 'nadia comenici', 'nadia elena comăneci']",Larisa Latynina,No,['verbalized-Qwen3.5-4B']
"""What beer is advertised by """"The World's Most Interesting Man""""?""","['superior (beer)', 'sol beer', 'noche buena (beer)', 'cerveceria cuauhtemoc moctezuma', 'dos equis', 'noche buena beer', 'cuauhtémoc moctezuma', 'cuauhtémoc moctezuma brewery', 'cerveceria cuauhtemoc montezuma', 'cervecería cuauhtémoc moctezuma', 'xx beer', 'carta blanca', 'dosequis', 'indio (beer)', 'superior beer', 'xx (beer)', 'cuauhtemoc moctezuma brewery', 'indio beer', 'cerveceria cuauhtemoc', 'tecate (beer)', 'sol (beer)', 'cervecería cuauhtémoc', 'tecate beer']",Chivas Regal,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
"""What beer is advertised by """"The World's Most Interesting Man""""?""","['cervecería cuauhtémoc', 'indio beer', 'tecate beer', 'cuauhtémoc moctezuma brewery', 'superior (beer)', 'carta blanca', 'cerveceria cuauhtemoc', 'noche buena (beer)', 'xx (beer)', 'noche buena beer', 'cerveceria cuauhtemoc moctezuma', 'indio (beer)', 'dosequis', 'dos equis', 'cervecería cuauhtémoc moctezuma', 'cuauhtemoc moctezuma brewery', 'superior beer', 'xx beer', 'cuauhtémoc moctezuma', 'sol (beer)', 'sol beer', 'cerveceria cuauhtemoc montezuma', 'tecate (beer)']",Duke’s Mango,No,['verbalized-Ministral-3-8B-Instruct-2512']
"""What beer is advertised by """"The World's Most Interesting Man""""?""","['cervecería cuauhtémoc', 'cervecería cuauhtémoc moctezuma', 'dosequis', 'xx beer', 'superior beer', 'tecate beer', 'superior (beer)', 'noche buena (beer)', 'cuauhtémoc moctezuma brewery', 'xx (beer)', 'indio beer', 'noche buena beer', 'tecate (beer)', 'cerveceria cuauhtemoc montezuma', 'cerveceria cuauhtemoc', 'carta blanca', 'cerveceria cuauhtemoc moctezuma', 'sol (beer)', 'indio (beer)', 'sol beer', 'dos equis', 'cuauhtémoc moctezuma', 'cuauhtemoc moctezuma brewery']",Duke’s**.,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Which mountain overlooks Rio De Janeiro and its harbour?,"['sugarloaf mountain rd', 'sugarloaf mountain, ireland', 'sugarloaf mountain ireland', 'sugarloaf mountain rd.', 'sugarloaf', 'sugar loaf']",Corcovado** (with Christ the Redeemer).,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Which mountain overlooks Rio De Janeiro and its harbour?,"['sugarloaf', 'sugarloaf mountain, ireland', 'sugarloaf mountain ireland', 'sugar loaf', 'sugarloaf mountain rd.', 'sugarloaf mountain rd']","Corcovado (specifically, the Christ the Redeemer statue is on top)",No,['verbalized-Ministral-3-8B-Instruct-2512']
Which mountain overlooks Rio De Janeiro and its harbour?,"['sugar loaf', 'sugarloaf mountain, ireland', 'sugarloaf', 'sugarloaf mountain rd', 'sugarloaf mountain rd.', 'sugarloaf mountain ireland']",Corcovado,No,"['is_true-GLM-4.6V-Flash', 'is_true-Qwen3.5-9B', 'label_prob-GLM-4.6V-Flash', 'label_prob-Qwen3.5-9B', 'verbalized-GLM-4.6V-Flash', 'verbalized-Qwen3.5-9B']"
Which mountain overlooks Rio De Janeiro and its harbour?,"['sugarloaf mountain, ireland', 'sugarloaf', 'sugarloaf mountain rd.', 'sugarloaf mountain rd', 'sugarloaf mountain ireland', 'sugar loaf']",Sugarloaf Mountain,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
The Greek architect Konstantinos Apostolos Doxiadis is best remembered for designing which Asian capital city?,"['islamabaad', 'islamabad pakistan', 'islamabadi', 'islambad', 'islamabad, punjab', 'islamabad, pakistan', 'islamaabad', 'city of islamabad', 'education in islamabad', 'islamabad cbd', 'capital of pakistan', 'islamabad, islamabad capital territory, pakistan', 'isloo', 'islamabad', 'blue area', 'islamabad islamabad capital territory pakistan', 'islāmābād', 'pk is', 'islam abad', 'islamabad district', 'pk-is', 'downtown islamabad', 'capital city of pakistan', 'islamabad, islamabad capital territory', 'islaamabad', 'islamabad downtown', 'اسلام آباد', 'islamabad islamabad capital territory', 'islamabad punjab', 'islamabad city', 'islamabad central business district']",Tokyo,No,['verbalized-Qwen3.5-9B']
The Greek architect Konstantinos Apostolos Doxiadis is best remembered for designing which Asian capital city?,"['islamabad punjab', 'islamabad downtown', 'islamabad islamabad capital territory', 'islamabad central business district', 'islamaabad', 'islamabad, islamabad capital territory', 'اسلام آباد', 'isloo', 'city of islamabad', 'islamabad, pakistan', 'capital city of pakistan', 'islamabadi', 'islaamabad', 'islamabad city', 'islamabad, islamabad capital territory, pakistan', 'islam abad', 'islambad', 'islamabad, punjab', 'pk-is', 'downtown islamabad', 'islāmābād', 'blue area', 'islamabad district', 'islamabad', 'education in islamabad', 'islamabad cbd', 'pk is', 'islamabad pakistan', 'islamabaad', 'islamabad islamabad capital territory pakistan', 'capital of pakistan']",Ankara,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
The Greek architect Konstantinos Apostolos Doxiadis is best remembered for designing which Asian capital city?,"['pk-is', 'islamabad cbd', 'islamaabad', 'capital city of pakistan', 'islamabadi', 'islamabaad', 'islamabad', 'islamabad city', 'islaamabad', 'islambad', 'capital of pakistan', 'islamabad pakistan', 'islamabad, punjab', 'city of islamabad', 'isloo', 'islamabad islamabad capital territory pakistan', 'islamabad, islamabad capital territory, pakistan', 'pk is', 'اسلام آباد', 'islamabad punjab', 'islamabad islamabad capital territory', 'islamabad, islamabad capital territory', 'islāmābād', 'islamabad district', 'islamabad downtown', 'blue area', 'islam abad', 'islamabad, pakistan', 'downtown islamabad', 'education in islamabad', 'islamabad central business district']",Bangkok,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
The Greek architect Konstantinos Apostolos Doxiadis is best remembered for designing which Asian capital city?,"['education in islamabad', 'islam abad', 'islamabad pakistan', 'pk is', 'capital city of pakistan', 'islamabad, punjab', 'islamabad punjab', 'capital of pakistan', 'islamabaad', 'pk-is', 'isloo', 'islamabad, pakistan', 'islamabad district', 'islamabad cbd', 'islamabad central business district', 'islambad', 'islamabad, islamabad capital territory, pakistan', 'islamabad downtown', 'downtown islamabad', 'اسلام آباد', 'blue area', 'islamabadi', 'islāmābād', 'islamabad islamabad capital territory', 'city of islamabad', 'islamabad', 'islamabad city', 'islamaabad', 'islamabad, islamabad capital territory', 'islamabad islamabad capital territory pakistan', 'islaamabad']",New Delhi,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash', 'verbalized-Ministral-3-8B-Instruct-2512']"
The Greek architect Konstantinos Apostolos Doxiadis is best remembered for designing which Asian capital city?,"['islāmābād', 'islamabad, islamabad capital territory, pakistan', 'islam abad', 'islaamabad', 'اسلام آباد', 'islamabad cbd', 'islamabad punjab', 'islamabad islamabad capital territory pakistan', 'blue area', 'islamabadi', 'downtown islamabad', 'education in islamabad', 'capital city of pakistan', 'islamabad, punjab', 'islamabad downtown', 'islamabaad', 'islamabad central business district', 'islamabad, pakistan', 'islamabad, islamabad capital territory', 'capital of pakistan', 'islamabad', 'pk-is', 'islambad', 'isloo', 'islamabad district', 'islamaabad', 'islamabad islamabad capital territory', 'islamabad pakistan', 'islamabad city', 'pk is', 'city of islamabad']",New Delhi** (though he was more influential in the **master plan** of **Islamabad** and **New Delhi**'s layout was primarily by Edwin Lutyens and Herbert Baker).,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Titan is a satellite of which planet?,"[""saturn's"", 'atmosphere of saturn', 'sun g', 'sol vi', 'saturnus (planet)', '6th planet', 'astronomy saturn', '♄', 'saturn', 'saturnus planet', 'weather of saturn', 'saturn (planet)', 'sixth planet', 'sol g', 'planet saturn', 'saturn planet', 'sol-6', 'sol 6', 'saturno (planet)', 'saturn (astronomy)', 'saturno planet', 'saturn s', 'saturn astronomy']",Saturn**.,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
In which film was the song White Christmas first sung?,"['holiday inns', 'holiday corporation', 'holiday inns, inc.', 'express by holiday inn', 'great sign', 'wallace e. johnson', 'wallace e johnson', 'holiday inn and suites', 'holiday inn resort bali benoa', 'holiday inns inc', 'holiday inn jr', 'holiday inn', 'holiday inn select', 'holiday inn hotel suites', 'holidex', 'holiday inn hotel & suites', 'holiday inn resort', 'holidayinn', 'holiday inn jr.']",White Christmas (film),No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash']"
In which film was the song White Christmas first sung?,"['holiday inn jr', 'holiday inn hotel suites', 'holiday inn and suites', 'wallace e johnson', 'holiday corporation', 'holiday inns inc', 'holiday inn select', 'express by holiday inn', 'holiday inn', 'holiday inn jr.', 'holidayinn', 'holiday inn hotel & suites', 'holidex', 'wallace e. johnson', 'holiday inns, inc.', 'holiday inn resort bali benoa', 'holiday inns', 'holiday inn resort', 'great sign']",The film was *Holiday Inn* (1942).,No,['verbalized-Ministral-3-8B-Instruct-2512']
In which film was the song White Christmas first sung?,"['holiday inn', 'wallace e. johnson', 'express by holiday inn', 'holiday inn hotel & suites', 'holiday inn jr.', 'holiday inns, inc.', 'holiday inn hotel suites', 'holiday inn resort', 'holiday inn select', 'holiday corporation', 'holiday inn resort bali benoa', 'holiday inns', 'wallace e johnson', 'holiday inn jr', 'holidayinn', 'holiday inns inc', 'great sign', 'holidex', 'holiday inn and suites']",Holiday Inn** (1942),No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
In which film was the song White Christmas first sung?,"['holiday inn hotel suites', 'holiday corporation', 'wallace e johnson', 'holidex', 'holiday inns, inc.', 'holiday inn jr.', 'holiday inn and suites', 'holidayinn', 'holiday inn hotel & suites', 'wallace e. johnson', 'great sign', 'holiday inns', 'holiday inns inc', 'holiday inn jr', 'holiday inn select', 'holiday inn resort bali benoa', 'holiday inn', 'holiday inn resort', 'express by holiday inn']",White Christmas,No,['verbalized-Qwen3.5-9B']
In which film was the song White Christmas first sung?,"['holiday inn hotel suites', 'holiday inn hotel & suites', 'holiday inns inc', 'holiday inns, inc.', 'holiday inn', 'holiday inn resort bali benoa', 'holidayinn', 'holiday inn select', 'express by holiday inn', 'wallace e johnson', 'wallace e. johnson', 'holiday inn resort', 'holiday inn jr', 'holiday inn and suites', 'holidex', 'holiday inn jr.', 'holiday corporation', 'holiday inns', 'great sign']",White Christmas (1954),No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
